Date,Close
1/2/2020 16:00:00,60.58
1/3/2020 16:00:00,60.4
1/6/2020 16:00:00,60.87
1/7/2020 16:00:00,60.71
1/8/2020 16:00:00,59.71
1/9/2020 16:00:00,60.15
1/10/2020 16:00:00,59.81
1/13/2020 16:00:00,59.83
1/14/2020 16:00:00,59.84
1/15/2020 16:00:00,59.4
1/16/2020 16:00:00,59.5
1/17/2020 16:00:00,59.12
1/21/2020 16:00:00,58.06
1/22/2020 16:00:00,57.5
1/23/2020 16:00:00,57.28
1/24/2020 16:00:00,56.62
1/27/2020 16:00:00,55.05
1/28/2020 16:00:00,55.3
1/29/2020 16:00:00,54.72
1/30/2020 16:00:00,55.16
1/31/2020 16:00:00,53.44
2/3/2020 16:00:00,52.74
2/4/2020 16:00:00,52.93
2/5/2020 16:00:00,54.92
2/6/2020 16:00:00,54.36
2/7/2020 16:00:00,53.98
2/10/2020 16:00:00,53.71
2/11/2020 16:00:00,54.31
2/12/2020 16:00:00,55.04
2/13/2020 16:00:00,54.87
2/14/2020 16:00:00,54.58
2/18/2020 16:00:00,54.13
2/19/2020 16:00:00,54.85
2/20/2020 16:00:00,54.79
2/21/2020 16:00:00,54.14
2/24/2020 16:00:00,51.64
2/25/2020 16:00:00,49.36
2/26/2020 16:00:00,47.87
2/27/2020 16:00:00,45.31
2/28/2020 16:00:00,45.27
3/2/2020 16:00:00,47.1
3/3/2020 16:00:00,45.66
3/4/2020 16:00:00,46.74
3/5/2020 16:00:00,45.03
3/6/2020 16:00:00,42.5
3/9/2020 16:00:00,33.94
3/10/2020 16:00:00,35.55
3/11/2020 16:00:00,33.67
3/12/2020 16:00:00,29.47
3/13/2020 16:00:00,32.19
3/16/2020 16:00:00,27.81
3/17/2020 16:00:00,28
3/18/2020 16:00:00,23.98
3/19/2020 16:00:00,25.61
3/20/2020 16:00:00,25.86
3/23/2020 16:00:00,23.57
3/24/2020 16:00:00,27.35
3/25/2020 16:00:00,28.64
3/26/2020 16:00:00,30.39
3/27/2020 16:00:00,28.33
3/30/2020 16:00:00,28.62
3/31/2020 16:00:00,29.06
4/1/2020 16:00:00,27.62
4/2/2020 16:00:00,30.15
4/3/2020 16:00:00,29.83
4/6/2020 16:00:00,31.41
4/7/2020 16:00:00,32.08
4/8/2020 16:00:00,34.22
4/9/2020 16:00:00,33.91
4/13/2020 16:00:00,33.8
4/14/2020 16:00:00,33.64
4/15/2020 16:00:00,32.06
4/16/2020 16:00:00,30.69
4/17/2020 16:00:00,33.95
4/20/2020 16:00:00,32.89
4/21/2020 16:00:00,32.31
4/22/2020 16:00:00,33.46
4/23/2020 16:00:00,34.54
4/24/2020 16:00:00,34.62
4/27/2020 16:00:00,35.37
4/28/2020 16:00:00,36.18
4/29/2020 16:00:00,38.86
4/30/2020 16:00:00,38
5/1/2020 16:00:00,35.85
5/4/2020 16:00:00,37.09
5/5/2020 16:00:00,37.12
5/6/2020 16:00:00,36.15
5/7/2020 16:00:00,37.09
5/8/2020 16:00:00,38.78
5/11/2020 16:00:00,38.1
5/12/2020 16:00:00,37.43
5/13/2020 16:00:00,35.73
5/14/2020 16:00:00,36.13
5/15/2020 16:00:00,35.99
5/18/2020 16:00:00,38.93
5/19/2020 16:00:00,37.84
5/20/2020 16:00:00,39.35
5/21/2020 16:00:00,38.72
5/22/2020 16:00:00,38.48
5/26/2020 16:00:00,39.55
5/27/2020 16:00:00,40.06
5/28/2020 16:00:00,38.94
5/29/2020 16:00:00,38.76
6/1/2020 16:00:00,39.44
6/2/2020 16:00:00,40.54
6/3/2020 16:00:00,41.73
6/4/2020 16:00:00,41.74
6/5/2020 16:00:00,44.84
6/8/2020 16:00:00,46.86
6/9/2020 16:00:00,45.1
6/10/2020 16:00:00,42.88
6/11/2020 16:00:00,38.84
6/12/2020 16:00:00,39.82
6/15/2020 16:00:00,39.94
6/16/2020 16:00:00,41.09
6/17/2020 16:00:00,39.69
6/18/2020 16:00:00,40.18
6/19/2020 16:00:00,39.57
6/22/2020 16:00:00,39.25
6/23/2020 16:00:00,39.29
6/24/2020 16:00:00,37.11
6/25/2020 16:00:00,37.82
6/26/2020 16:00:00,36.51
6/29/2020 16:00:00,37
6/30/2020 16:00:00,37.85
7/1/2020 16:00:00,36.93
7/2/2020 16:00:00,37.34
7/6/2020 16:00:00,37.45
7/7/2020 16:00:00,36.26
7/8/2020 16:00:00,36.23
7/9/2020 16:00:00,34.44
7/10/2020 16:00:00,35.54
7/13/2020 16:00:00,35.35
7/14/2020 16:00:00,36.59
7/15/2020 16:00:00,37.38
7/16/2020 16:00:00,37.21
7/17/2020 16:00:00,36.69
7/20/2020 16:00:00,36.08
7/21/2020 16:00:00,38.26
7/22/2020 16:00:00,37.79
7/23/2020 16:00:00,37.72
7/24/2020 16:00:00,37.51
7/27/2020 16:00:00,37.55
7/28/2020 16:00:00,36.91
7/29/2020 16:00:00,37.68
7/30/2020 16:00:00,36.2
7/31/2020 16:00:00,36.03
8/3/2020 16:00:00,36.16
8/4/2020 16:00:00,37.04
8/5/2020 16:00:00,37.43
8/6/2020 16:00:00,37.13
8/7/2020 16:00:00,37.18
8/10/2020 16:00:00,38.33
8/11/2020 16:00:00,38.2
8/12/2020 16:00:00,38.58
8/13/2020 16:00:00,37.83
8/14/2020 16:00:00,38.19
