Date,Close
1/2/2020 16:00:00,38.22
1/3/2020 16:00:00,38.5
1/6/2020 16:00:00,38.51
1/7/2020 16:00:00,38.09
1/8/2020 16:00:00,38.28
1/9/2020 16:00:00,38.27
1/10/2020 16:00:00,38.64
1/13/2020 16:00:00,39.11
1/14/2020 16:00:00,38.92
1/15/2020 16:00:00,39.19
1/16/2020 16:00:00,39.54
1/17/2020 16:00:00,39.59
1/21/2020 16:00:00,39.99
1/22/2020 16:00:00,39.67
1/23/2020 16:00:00,40.05
1/24/2020 16:00:00,39.99
1/27/2020 16:00:00,39.82
1/28/2020 16:00:00,39.92
1/29/2020 16:00:00,39.71
1/30/2020 16:00:00,39.8
1/31/2020 16:00:00,39.23
2/3/2020 16:00:00,39.27
2/4/2020 16:00:00,39.78
2/5/2020 16:00:00,39.75
2/6/2020 16:00:00,39.92
2/7/2020 16:00:00,39.94
2/10/2020 16:00:00,40.4
2/11/2020 16:00:00,40.89
2/12/2020 16:00:00,41.15
2/13/2020 16:00:00,41.4
2/14/2020 16:00:00,41.88
2/18/2020 16:00:00,41.84
2/19/2020 16:00:00,41.25
2/20/2020 16:00:00,41.71
2/21/2020 16:00:00,41.93
2/24/2020 16:00:00,41.37
2/25/2020 16:00:00,40.33
2/26/2020 16:00:00,39.98
2/27/2020 16:00:00,37.72
2/28/2020 16:00:00,36.79
3/2/2020 16:00:00,38.62
3/3/2020 16:00:00,38.59
3/4/2020 16:00:00,40.09
3/5/2020 16:00:00,39.17
3/6/2020 16:00:00,38.5
3/9/2020 16:00:00,35.78
3/10/2020 16:00:00,37.52
3/11/2020 16:00:00,35.51
3/12/2020 16:00:00,32.46
3/13/2020 16:00:00,35.31
3/16/2020 16:00:00,29.66
3/17/2020 16:00:00,31.46
3/18/2020 16:00:00,29.25
3/19/2020 16:00:00,28.79
3/20/2020 16:00:00,27.16
3/23/2020 16:00:00,25.46
3/24/2020 16:00:00,27.68
3/25/2020 16:00:00,28.91
3/26/2020 16:00:00,31.13
3/27/2020 16:00:00,31.21
3/30/2020 16:00:00,32.02
3/31/2020 16:00:00,31
4/1/2020 16:00:00,29.12
4/2/2020 16:00:00,29.55
4/3/2020 16:00:00,29.3
4/6/2020 16:00:00,31.42
4/7/2020 16:00:00,31.43
4/8/2020 16:00:00,33.79
4/9/2020 16:00:00,35.53
4/13/2020 16:00:00,33.9
4/14/2020 16:00:00,35.03
4/15/2020 16:00:00,33.68
4/16/2020 16:00:00,33.46
4/17/2020 16:00:00,34.54
4/20/2020 16:00:00,33.26
4/21/2020 16:00:00,32.77
4/22/2020 16:00:00,33.34
4/23/2020 16:00:00,32.96
4/24/2020 16:00:00,33.08
4/27/2020 16:00:00,34.04
4/28/2020 16:00:00,34.07
4/29/2020 16:00:00,34.16
4/30/2020 16:00:00,33.92
5/1/2020 16:00:00,32.88
5/4/2020 16:00:00,32.86
5/5/2020 16:00:00,33.07
5/6/2020 16:00:00,32.46
5/7/2020 16:00:00,32.75
5/8/2020 16:00:00,33.35
5/11/2020 16:00:00,32.95
5/12/2020 16:00:00,31.55
5/13/2020 16:00:00,31.05
5/14/2020 16:00:00,31.09
5/15/2020 16:00:00,30.98
5/18/2020 16:00:00,32.49
5/19/2020 16:00:00,31.86
5/20/2020 16:00:00,32.16
5/21/2020 16:00:00,32
5/22/2020 16:00:00,32.7
5/26/2020 16:00:00,33.74
5/27/2020 16:00:00,34.46
5/28/2020 16:00:00,34.85
5/29/2020 16:00:00,34.65
6/1/2020 16:00:00,35.34
6/2/2020 16:00:00,35.57
6/3/2020 16:00:00,36.42
6/4/2020 16:00:00,35.74
6/5/2020 16:00:00,37.05
6/8/2020 16:00:00,37.86
6/9/2020 16:00:00,37.42
6/10/2020 16:00:00,36.72
6/11/2020 16:00:00,34.45
6/12/2020 16:00:00,35.54
6/15/2020 16:00:00,35.99
6/16/2020 16:00:00,36.59
6/17/2020 16:00:00,36.16
6/18/2020 16:00:00,35.71
6/19/2020 16:00:00,35.35
6/22/2020 16:00:00,34.98
6/23/2020 16:00:00,34.85
6/24/2020 16:00:00,33.96
6/25/2020 16:00:00,34.32
6/26/2020 16:00:00,33.73
6/29/2020 16:00:00,34.31
6/30/2020 16:00:00,34.81
7/1/2020 16:00:00,35.76
7/2/2020 16:00:00,35.64
7/6/2020 16:00:00,35.68
7/7/2020 16:00:00,35.1
7/8/2020 16:00:00,35.08
7/9/2020 16:00:00,34.96
7/10/2020 16:00:00,35
7/13/2020 16:00:00,34.45
7/14/2020 16:00:00,34.79
7/15/2020 16:00:00,34.95
7/16/2020 16:00:00,34.54
7/17/2020 16:00:00,35.02
7/20/2020 16:00:00,34.69
7/21/2020 16:00:00,34.7
7/22/2020 16:00:00,35.12
7/23/2020 16:00:00,34.94
7/24/2020 16:00:00,34.8
7/27/2020 16:00:00,35.21
7/28/2020 16:00:00,35.92
7/29/2020 16:00:00,36.6
7/30/2020 16:00:00,36.3
7/31/2020 16:00:00,36.26
8/3/2020 16:00:00,35.68
8/4/2020 16:00:00,36.21
8/5/2020 16:00:00,35.94
8/6/2020 16:00:00,36.01
8/7/2020 16:00:00,36.5
8/10/2020 16:00:00,36.44
8/11/2020 16:00:00,35.74
8/12/2020 16:00:00,36.19
8/13/2020 16:00:00,35.77
8/14/2020 16:00:00,35.86
8/17/2020 16:00:00,36.18
8/18/2020 16:00:00,36.14
8/19/2020 16:00:00,35.4
8/20/2020 16:00:00,35.78
8/21/2020 16:00:00,35.9
8/24/2020 16:00:00,35.95
8/25/2020 16:00:00,36.06
8/26/2020 16:00:00,35.81
8/27/2020 16:00:00,36.29
8/28/2020 16:00:00,36.57
8/31/2020 16:00:00,36.25
9/1/2020 16:00:00,36.19
9/2/2020 16:00:00,37
9/3/2020 16:00:00,36.38
9/4/2020 16:00:00,36.25
9/8/2020 16:00:00,35.79
9/9/2020 16:00:00,36.18
9/10/2020 16:00:00,35.67
9/11/2020 16:00:00,35.55
9/14/2020 16:00:00,36.42
9/15/2020 16:00:00,36.9
9/16/2020 16:00:00,37.14
9/17/2020 16:00:00,36.32
9/18/2020 16:00:00,35.6
9/21/2020 16:00:00,34.44
9/22/2020 16:00:00,34.85
9/23/2020 16:00:00,33.85
9/24/2020 16:00:00,34.01
9/25/2020 16:00:00,34.67
9/28/2020 16:00:00,35.27
9/29/2020 16:00:00,35.09
9/30/2020 16:00:00,35.27
