Date,Close
1/2/2020 16:00:00,126.91
1/3/2020 16:00:00,125.83
1/6/2020 16:00:00,126.18
1/7/2020 16:00:00,125.98
1/8/2020 16:00:00,126.36
1/9/2020 16:00:00,127.03
1/10/2020 16:00:00,126.34
1/13/2020 16:00:00,126.74
1/14/2020 16:00:00,126.7
1/15/2020 16:00:00,126.41
1/16/2020 16:00:00,127.54
1/17/2020 16:00:00,127.99
1/21/2020 16:00:00,127.6
1/22/2020 16:00:00,127.54
1/23/2020 16:00:00,127.73
1/24/2020 16:00:00,125.95
1/27/2020 16:00:00,124.07
1/28/2020 16:00:00,125.28
1/29/2020 16:00:00,125.21
1/30/2020 16:00:00,125
1/31/2020 16:00:00,125.32
2/3/2020 16:00:00,126.21
2/4/2020 16:00:00,128.51
2/5/2020 16:00:00,129.16
2/6/2020 16:00:00,128.87
2/7/2020 16:00:00,128.31
2/10/2020 16:00:00,129.76
2/11/2020 16:00:00,130.78
2/12/2020 16:00:00,132.12
2/13/2020 16:00:00,131.89
2/14/2020 16:00:00,131.69
2/18/2020 16:00:00,131.68
2/19/2020 16:00:00,132.27
2/20/2020 16:00:00,132.32
2/21/2020 16:00:00,130.3
2/24/2020 16:00:00,125.82
2/25/2020 16:00:00,122.46
2/26/2020 16:00:00,121.49
2/27/2020 16:00:00,116.58
2/28/2020 16:00:00,115.83
3/2/2020 16:00:00,119.81
3/3/2020 16:00:00,116.91
3/4/2020 16:00:00,120.95
3/5/2020 16:00:00,116.44
3/6/2020 16:00:00,114.65
3/9/2020 16:00:00,107.43
3/10/2020 16:00:00,113.37
3/11/2020 16:00:00,107.17
3/12/2020 16:00:00,96.34
3/13/2020 16:00:00,102.3
3/16/2020 16:00:00,89.34
3/17/2020 16:00:00,92.78
3/18/2020 16:00:00,87.45
3/19/2020 16:00:00,90.5
3/20/2020 16:00:00,87.81
3/23/2020 16:00:00,87.53
3/24/2020 16:00:00,95.74
3/25/2020 16:00:00,97.42
3/26/2020 16:00:00,101.45
3/27/2020 16:00:00,98.05
3/30/2020 16:00:00,100.1
3/31/2020 16:00:00,98.08
4/1/2020 16:00:00,93.7
4/2/2020 16:00:00,94.05
4/3/2020 16:00:00,92.41
4/6/2020 16:00:00,100.1
4/7/2020 16:00:00,101.59
4/8/2020 16:00:00,104.79
4/9/2020 16:00:00,106.68
4/13/2020 16:00:00,106.65
4/14/2020 16:00:00,110.82
4/15/2020 16:00:00,108.39
4/16/2020 16:00:00,109.69
4/17/2020 16:00:00,112.93
4/20/2020 16:00:00,110.96
4/21/2020 16:00:00,108.08
4/22/2020 16:00:00,110.41
4/23/2020 16:00:00,110.38
4/24/2020 16:00:00,112.25
4/27/2020 16:00:00,114.35
4/28/2020 16:00:00,114.8
4/29/2020 16:00:00,117.33
4/30/2020 16:00:00,116.6
5/1/2020 16:00:00,112.24
5/4/2020 16:00:00,112.85
5/5/2020 16:00:00,113.26
5/6/2020 16:00:00,113.24
5/7/2020 16:00:00,115.02
5/8/2020 16:00:00,117.26
5/11/2020 16:00:00,117
5/12/2020 16:00:00,114.44
5/13/2020 16:00:00,112.47
5/14/2020 16:00:00,114.15
5/15/2020 16:00:00,115.48
5/18/2020 16:00:00,119.85
5/19/2020 16:00:00,119.42
5/20/2020 16:00:00,120.98
5/21/2020 16:00:00,121.41
5/22/2020 16:00:00,121.23
5/26/2020 16:00:00,123.15
5/27/2020 16:00:00,125.26
5/28/2020 16:00:00,123.74
5/29/2020 16:00:00,124.19
6/1/2020 16:00:00,125.37
6/2/2020 16:00:00,126.44
6/3/2020 16:00:00,128.83
6/4/2020 16:00:00,128.18
6/5/2020 16:00:00,131.25
6/8/2020 16:00:00,133.25
6/9/2020 16:00:00,132.21
6/10/2020 16:00:00,130.97
6/11/2020 16:00:00,124.11
6/12/2020 16:00:00,125.34
6/15/2020 16:00:00,126.53
6/16/2020 16:00:00,129.19
6/17/2020 16:00:00,128.85
6/18/2020 16:00:00,128.38
6/19/2020 16:00:00,127.38
6/22/2020 16:00:00,128.39
6/23/2020 16:00:00,129.4
6/24/2020 16:00:00,126.55
6/25/2020 16:00:00,126.72
6/26/2020 16:00:00,123.75
6/29/2020 16:00:00,126.1
6/30/2020 16:00:00,127.71
7/1/2020 16:00:00,129
7/2/2020 16:00:00,129.51
7/6/2020 16:00:00,132.58
7/7/2020 16:00:00,130.5
7/8/2020 16:00:00,131.89
7/9/2020 16:00:00,131.74
7/10/2020 16:00:00,133.31
7/13/2020 16:00:00,131.62
7/14/2020 16:00:00,132.93
7/15/2020 16:00:00,134.83
7/16/2020 16:00:00,134.47
7/17/2020 16:00:00,133.84
7/20/2020 16:00:00,135.98
7/21/2020 16:00:00,136.19
7/22/2020 16:00:00,137.36
7/23/2020 16:00:00,135.3
7/24/2020 16:00:00,135.54
7/27/2020 16:00:00,136.38
7/28/2020 16:00:00,135.03
7/29/2020 16:00:00,136.4
7/30/2020 16:00:00,136.29
7/31/2020 16:00:00,137
8/3/2020 16:00:00,136.71
8/4/2020 16:00:00,137.81
8/5/2020 16:00:00,139.49
8/6/2020 16:00:00,140.17
8/7/2020 16:00:00,140.38
8/10/2020 16:00:00,142.06
8/11/2020 16:00:00,141.78
8/12/2020 16:00:00,143.66
8/13/2020 16:00:00,143.6
8/14/2020 16:00:00,143.59
8/17/2020 16:00:00,145.44
8/18/2020 16:00:00,146.34
8/19/2020 16:00:00,145.65
8/20/2020 16:00:00,145.43
8/21/2020 16:00:00,146.18
8/24/2020 16:00:00,148.4
8/25/2020 16:00:00,148.89
8/26/2020 16:00:00,150.36
8/27/2020 16:00:00,149.55
8/28/2020 16:00:00,150.53
8/31/2020 16:00:00,150.09
9/1/2020 16:00:00,151.66
9/2/2020 16:00:00,153.76
9/3/2020 16:00:00,148.88
9/4/2020 16:00:00,147.16
9/8/2020 16:00:00,145.23
9/9/2020 16:00:00,147.97
9/10/2020 16:00:00,145.85
9/11/2020 16:00:00,146.07
9/14/2020 16:00:00,147.62
9/15/2020 16:00:00,148.83
9/16/2020 16:00:00,148
9/17/2020 16:00:00,145.92
9/18/2020 16:00:00,143.89
9/21/2020 16:00:00,141.51
9/22/2020 16:00:00,144.5
9/23/2020 16:00:00,142.13
9/24/2020 16:00:00,142.07
9/25/2020 16:00:00,143.92
9/28/2020 16:00:00,146.93
9/29/2020 16:00:00,145.79
9/30/2020 16:00:00,146.98
